instances,instance_hardness
162,0.20989987771756768
163,0.14637170431717694
164,0.0957272957976929
165,0.1483113863471619
166,0.1524710613934629
167,0.14525585103032823
168,0.1947289474659274
169,0.16417976018946734
170,0.18466974324849816
171,0.19197109016292424
172,0.15957402147831234
173,0.13383297369845404
174,0.1070546044904589
175,0.18398273720949887
176,0.1877166217559515
177,0.16523335920712268
178,0.17762376237025035
179,0.17736721690274304
180,0.18836406789576243
181,0.15606388798571014
182,0.15247184552323412
183,0.12101664398611423
184,0.1710344680083271
185,0.18836406789576243
186,0.20915361018378575
187,0.27157497823722676
188,0.16654843776014194
189,0.16840457620064275
190,0.19385453357164395
191,0.119866238771977
192,0.18019136085343446
193,0.46281908628516966
194,0.14916554746426025
195,0.16963952687234485
196,0.18866083091563657
197,0.16726712133598776
198,0.11183005378055277
199,0.16074719258905812
200,0.1692057651846185
201,0.3763698007689953
202,0.15254964379330516
203,0.14813456624252852
204,0.19335041889905913
205,0.15851866742237475
206,0.34276819297607164
207,0.129376227722512
208,0.1698264887007076
209,0.17196236866997994
210,0.16719795652606906
211,0.11190574268493392
212,0.1768433221383442
213,0.16832551749557279
214,0.4832053548945966
215,0.17803395993475335
216,0.23170970345333308
217,0.3059717016798147
218,0.32743632910973863
219,0.22215685926585993
220,0.15649468993368232
221,0.30243276766908556
222,0.19527161515057334
223,0.19857542446276477
224,0.19083337470495498
225,0.15793434437467357
226,0.17662276446768188
227,0.14288585375458818
228,0.1445236936534673
229,0.19034306184516647
230,0.1487485223590015
231,0.18303251452491476
232,0.40593705374404854
233,0.6308994275750817
234,0.13337597173580085
235,0.19914759673737137
236,0.4378747373636078
237,0.1244224773909024
238,0.1557103850365269
239,0.3071744446817275
240,0.15961702420286028
241,0.22989541292752413
242,0.355517794798792
243,0.2160519337187209
244,0.18766305268120198
245,0.14390277910823668
246,0.12848350989963886
247,0.17321846781725792
248,0.2475267579617736
249,0.32250721083787304
250,0.18240061971313248
251,0.17146347349456537
252,0.15742600236729032
253,0.30731133889695483
254,0.3744156361087566
255,0.1426745704375464
256,0.3478779447773057
257,0.17380564408208599
258,0.19755573759327705
259,0.2126705045964612
260,0.16697660293419503
261,0.22821941954032954
262,0.1716694278429659
263,0.12633292597367463
264,0.31756558049165573
265,0.358264182910803
266,0.1745296588209242
267,0.2561648289951517
268,0.16874165181594591
269,0.10861820758277663
270,0.17466028451556825
271,0.18950625470531723
272,0.2535591966395011
273,0.13650056924623732
274,0.1879684434654808
275,0.1184149263534423
276,0.1668337855379486
277,0.303348175018304
278,0.12235489688813939
279,0.18780903227190127
280,0.14459385179736173
281,0.09484115751820066
282,0.20679722168036907
283,0.1436814520677988
284,0.11608018488297533
285,0.31493081307689497
286,0.14318609240697866
287,0.39906195447614967
288,0.16186548473555173
289,0.09757503638217746
290,0.12103628212164297
291,0.1380977796130738
292,0.27356791120220336
293,0.15636922104971396
294,0.1381926612736768
295,0.15650502750998496
296,0.12320230696699175
297,0.11575662830546474
298,0.35399176450838676
299,0.41221320002340345
300,0.16561468653896527
301,0.14829825320580614
302,0.26580238846827753
303,0.14152939327202962
304,0.14439926176502793
305,0.17983501066255259
306,0.15418457672797137
307,0.455608612860153
308,0.23191261483437908
309,0.10418641986820343
310,0.12320230696699175
311,0.13305700993344893
312,0.12010607724368538
313,0.09595360483648085
314,0.17218267202345017
315,0.24410078254915946
316,0.5673526874759519
317,0.17289829326931594
318,0.1209371276995368
319,0.4966835527700788
320,0.20348383612984078
321,0.20393654537002104
322,0.1796435972806355
323,0.12836749334366737
324,0.1401449850426525
325,0.17043152814956808
326,0.27336628361228643
327,0.17827195175106048
328,0.3324324503606789
329,0.3252601897392313
330,0.4587321248928604
331,0.13655741292950108
332,0.6950647524419049
333,0.1873855582311439
